Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,P>2.5,P<2.5
B1,26/12/2022,St. Gilloise,Oostende,3,0,H,1.32,5.62,8.85,1.47,2.7
B1,26/12/2022,Kortrijk,Genk,1,0,H,6.33,5.05,1.44,1.52,2.57
B1,26/12/2022,Charleroi,Anderlecht,0,1,A,3.07,3.84,2.18,1.81,2.02
B1,27/12/2022,St Truiden,Waregem,2,0,H,1.62,4.14,5.22,1.76,2.09
B1,27/12/2022,Westerlo,Antwerp,3,3,D,,,,,
B1,06/01/2023,Standard,St Truiden,1,1,D,2.43,3.17,3.27,2.28,1.67
B1,07/01/2023,Eupen,Charleroi,1,2,A,2.69,3.66,2.58,1.78,2.11
B1,07/01/2023,Cercle Brugge,Westerlo,0,1,A,2.18,3.65,3.32,1.85,2.03
B1,07/01/2023,Oostende,Seraing,1,2,A,1.85,3.97,4.14,1.77,2.11
B1,07/01/2023,Antwerp,Gent,2,0,H,2.51,3.35,2.89,2.05,1.83
B1,08/01/2023,Genk,Club Brugge,3,1,H,2.2,3.76,3.08,1.6,2.38
B1,08/01/2023,Waregem,Mechelen,2,0,H,2.88,3.94,2.25,1.56,2.45
B1,08/01/2023,Anderlecht,St. Gilloise,1,3,A,2.79,3.49,2.5,1.88,1.96
B1,08/01/2023,Oud-Heverlee Leuven,Kortrijk,2,3,A,1.67,4.25,4.66,1.57,2.42
B1,13/01/2023,Westerlo,Oud-Heverlee Leuven,1,2,A,2.01,3.93,3.53,1.67,2.28
B1,14/01/2023,Seraing,Standard,1,1,D,4.07,3.6,1.92,2.0,1.87
B1,14/01/2023,Eupen,St Truiden,0,2,A,3.03,3.35,2.41,2.02,1.83
B1,14/01/2023,Mechelen,Oostende,2,1,H,1.74,4.09,4.4,1.66,2.25
B1,14/01/2023,Genk,Waregem,1,0,H,1.26,6.4,9.3,1.37,3.05
B1,15/01/2023,Club Brugge,Anderlecht,1,1,D,1.93,3.78,3.8,1.75,2.11
B1,15/01/2023,Gent,Kortrijk,2,1,H,1.32,5.43,9.12,1.6,2.37
B1,15/01/2023,St. Gilloise,Antwerp,2,0,H,2.16,3.51,3.36,1.92,1.92
B1,15/01/2023,Charleroi,Cercle Brugge,2,1,H,2.64,3.42,2.68,1.91,1.93
B1,17/01/2023,Oud-Heverlee Leuven,Eupen,1,1,D,1.67,4.39,4.78,1.55,2.55
B1,17/01/2023,Standard,Mechelen,2,0,H,1.98,3.75,3.8,1.71,2.2
B1,17/01/2023,Westerlo,Genk,2,3,A,3.45,3.97,2.03,1.64,2.34
B1,18/01/2023,Cercle Brugge,St. Gilloise,1,1,D,3.6,3.56,2.1,1.88,1.99
B1,18/01/2023,Oostende,Antwerp,0,3,A,4.1,4.01,1.84,1.79,2.09
B1,18/01/2023,Anderlecht,Waregem,2,3,A,1.59,4.63,5.21,1.6,2.42
B1,18/01/2023,Kortrijk,Seraing,3,2,H,1.83,3.7,4.53,1.88,1.99
B1,19/01/2023,Gent,Charleroi,0,0,D,1.55,4.27,5.91,1.78,2.05
B1,19/01/2023,St Truiden,Club Brugge,1,1,D,3.76,3.35,2.08,2.0,1.85
B1,21/01/2023,Waregem,Westerlo,1,1,D,2.98,3.62,2.37,1.79,2.09
B1,21/01/2023,Mechelen,Kortrijk,3,2,H,1.8,4.11,4.22,1.62,2.37
B1,21/01/2023,Oostende,Cercle Brugge,1,2,A,3.16,3.75,2.22,1.76,2.13
B1,21/01/2023,St. Gilloise,Oud-Heverlee Leuven,1,0,H,1.53,4.64,5.85,1.63,2.36
B1,22/01/2023,Antwerp,Standard,4,1,H,1.68,3.88,5.05,1.94,1.93
B1,22/01/2023,Seraing,Anderlecht,0,1,A,5.86,4.12,1.57,1.9,1.93
B1,22/01/2023,Club Brugge,Charleroi,2,2,D,1.41,4.85,7.35,1.65,2.26
B1,22/01/2023,St Truiden,Gent,0,3,A,3.48,3.31,2.19,2.14,1.72
B1,27/01/2023,Standard,Eupen,3,1,H,1.68,3.98,5.2,1.85,2.02
B1,28/01/2023,Westerlo,Mechelen,2,0,H,2.01,3.72,3.74,1.74,2.16
B1,28/01/2023,Kortrijk,Oostende,2,2,D,2.09,3.86,3.38,1.69,2.24
B1,28/01/2023,Oud-Heverlee Leuven,St Truiden,1,1,D,2.34,3.49,3.14,1.97,1.9
B1,28/01/2023,Charleroi,St. Gilloise,0,1,A,3.64,3.68,2.05,1.86,2.02
B1,29/01/2023,Anderlecht,Antwerp,0,0,D,2.72,3.62,2.5,1.94,1.93
B1,29/01/2023,Cercle Brugge,Gent,3,2,H,3.28,3.39,2.25,2.08,1.76
B1,29/01/2023,Waregem,Club Brugge,1,2,A,4.99,4.37,1.61,1.54,2.51
B1,29/01/2023,Genk,Seraing,4,0,H,1.21,6.63,12.63,1.45,2.71
B1,01/02/2023,Eupen,Genk,1,1,D,5.83,4.47,1.56,1.6,2.42
B1,03/02/2023,Oostende,Anderlecht,0,2,A,3.65,4.0,1.96,1.73,2.17
B1,04/02/2023,Cercle Brugge,Standard,1,1,D,2.14,3.5,3.55,1.87,2.0
B1,04/02/2023,Eupen,Westerlo,1,1,D,3.16,3.66,2.25,1.8,2.07
B1,04/02/2023,Seraing,Oud-Heverlee Leuven,2,1,H,4.32,3.79,1.85,1.87,2.01
B1,04/02/2023,St Truiden,Kortrijk,1,0,H,1.8,3.75,4.68,2.05,1.83
B1,05/02/2023,Antwerp,Club Brugge,0,0,D,2.66,3.28,2.84,1.96,1.91
B1,05/02/2023,Mechelen,Charleroi,2,2,D,2.3,3.62,2.99,1.84,2.0
B1,05/02/2023,Gent,Genk,2,3,A,2.39,3.6,2.88,1.83,2.02
B1,05/02/2023,St. Gilloise,Waregem,4,0,H,1.37,5.23,7.76,1.61,2.36
B1,10/02/2023,Oud-Heverlee Leuven,Cercle Brugge,0,0,D,2.4,3.46,3.05,1.8,2.07
B1,10/02/2023,Club Brugge,St. Gilloise,1,1,D,2.63,3.46,2.75,1.93,1.94
B1,10/02/2023,Eupen,Mechelen,2,1,H,2.63,3.52,2.71,1.84,2.04
B1,11/02/2023,Westerlo,Gent,3,3,D,3.0,3.45,2.44,2.01,1.86
B1,11/02/2023,Charleroi,Seraing,3,0,H,1.51,4.41,6.71,1.85,2.03
B1,12/02/2023,Genk,Antwerp,0,1,A,2.03,3.66,3.57,1.79,2.05
B1,12/02/2023,Anderlecht,St Truiden,3,1,H,1.81,3.61,4.56,2.1,1.75
B1,12/02/2023,Standard,Kortrijk,0,2,A,1.63,4.39,4.82,1.65,2.27
B1,12/02/2023,Waregem,Oostende,1,1,D,2.04,3.66,3.53,1.66,2.24
B1,17/02/2023,Mechelen,Genk,2,2,D,4.01,4.0,1.86,1.68,2.26
B1,18/02/2023,Antwerp,Eupen,2,0,H,1.37,5.26,8.43,1.67,2.28
B1,18/02/2023,Oostende,Charleroi,0,0,D,3.07,3.77,2.26,1.68,2.26
B1,18/02/2023,Seraing,Waregem,1,1,D,3.23,3.74,2.19,1.84,2.04
B1,18/02/2023,St. Gilloise,Standard,2,4,A,1.53,4.34,6.43,1.8,2.07
B1,19/02/2023,Cercle Brugge,Club Brugge,2,2,D,3.49,3.5,2.11,1.88,1.99
B1,19/02/2023,Gent,Oud-Heverlee Leuven,2,0,H,1.62,4.18,5.2,1.75,2.11
B1,19/02/2023,Kortrijk,Anderlecht,2,2,D,3.7,3.94,1.92,1.69,2.19
B1,19/02/2023,St Truiden,Westerlo,0,1,A,2.78,3.22,2.68,2.12,1.74
B1,24/02/2023,Waregem,Kortrijk,3,3,D,2.18,3.63,3.34,1.69,2.24
B1,25/02/2023,Seraing,Mechelen,0,2,A,3.7,3.73,2.02,1.85,2.03
B1,25/02/2023,Eupen,Cercle Brugge,2,2,D,3.53,3.7,2.08,1.86,2.01
B1,25/02/2023,Genk,Oostende,3,0,H,1.34,5.68,8.75,1.44,2.88
B1,25/02/2023,Westerlo,St. Gilloise,4,2,H,3.61,3.77,2.03,1.88,2.0
B1,26/02/2023,Club Brugge,Gent,2,0,H,2.13,3.46,3.48,1.93,1.93
B1,26/02/2023,Oud-Heverlee Leuven,Antwerp,1,1,D,3.59,3.65,2.03,1.83,2.01
B1,26/02/2023,Anderlecht,Standard,2,2,D,1.88,3.84,3.96,1.79,2.05
B1,26/02/2023,Charleroi,St Truiden,1,0,H,2.02,3.48,3.8,2.18,1.7
B1,03/03/2023,Oostende,Club Brugge,3,0,H,4.56,4.33,1.7,1.63,2.35
B1,04/03/2023,Kortrijk,Charleroi,0,1,A,3.21,3.68,2.22,1.77,2.11
B1,04/03/2023,Cercle Brugge,Seraing,3,1,H,1.37,4.84,9.64,1.81,2.06
B1,04/03/2023,Oud-Heverlee Leuven,Waregem,4,2,H,1.87,3.97,4.0,1.68,2.26
B1,04/03/2023,Standard,Westerlo,2,0,H,2.6,3.67,2.66,1.79,2.09
B1,05/03/2023,St Truiden,Genk,2,2,D,4.06,3.63,1.95,1.98,1.88
B1,05/03/2023,Antwerp,Mechelen,5,0,H,1.53,4.32,6.12,1.76,2.09
B1,05/03/2023,Gent,Anderlecht,1,0,H,2.1,3.64,3.4,1.94,1.89
B1,05/03/2023,St. Gilloise,Eupen,2,1,H,1.23,6.29,11.47,1.52,2.53
B1,10/03/2023,Charleroi,Oud-Heverlee Leuven,0,1,A,1.94,3.72,3.96,1.79,2.08
B1,11/03/2023,Mechelen,St Truiden,1,0,H,2.28,3.37,3.35,2.11,1.78
B1,11/03/2023,Eupen,Oostende,4,4,D,2.62,3.6,2.68,1.79,2.09
B1,11/03/2023,Westerlo,Kortrijk,3,1,H,1.69,4.25,4.57,1.6,2.37
B1,11/03/2023,Seraing,Antwerp,0,2,A,8.31,4.63,1.42,1.93,1.93
B1,12/03/2023,Club Brugge,Standard,2,0,H,1.71,4.09,4.53,1.68,2.22
B1,12/03/2023,Waregem,Gent,2,6,A,3.53,3.54,2.09,1.75,2.11
B1,12/03/2023,Genk,St. Gilloise,1,2,A,2.35,3.54,2.98,1.75,2.1
B1,12/03/2023,Anderlecht,Cercle Brugge,2,0,H,2.07,3.59,3.52,1.83,2.02
B1,17/03/2023,Cercle Brugge,Genk,1,1,D,2.76,3.7,2.5,1.7,2.22
B1,18/03/2023,Kortrijk,Club Brugge,1,0,H,4.41,4.5,1.7,1.58,2.46
B1,18/03/2023,Oostende,Westerlo,1,2,A,2.87,3.87,2.34,1.68,2.25
B1,18/03/2023,St Truiden,Seraing,2,1,H,1.57,3.98,6.25,2.23,1.67
B1,18/03/2023,Standard,Waregem,2,2,D,1.73,4.01,4.59,1.62,2.32
B1,19/03/2023,Antwerp,Charleroi,0,1,A,1.71,4.0,4.77,1.8,2.03
B1,19/03/2023,Oud-Heverlee Leuven,Anderlecht,0,2,A,3.12,3.57,2.25,1.76,2.08
B1,19/03/2023,St. Gilloise,Mechelen,2,1,H,1.4,5.02,7.41,1.64,2.29
B1,19/03/2023,Gent,Eupen,3,0,H,1.34,5.15,9.02,1.67,2.23
B1,31/03/2023,Waregem,Antwerp,0,2,A,4.68,4.18,1.71,1.75,2.14
B1,01/04/2023,Cercle Brugge,Kortrijk,2,0,H,1.61,4.31,5.4,1.68,2.25
B1,01/04/2023,Seraing,Gent,0,5,A,8.99,4.73,1.4,1.79,2.08
B1,01/04/2023,Westerlo,Charleroi,2,3,A,2.19,3.67,3.29,1.72,2.19
B1,01/04/2023,Oostende,Standard,1,3,A,3.04,3.8,2.23,1.66,2.25
B1,02/04/2023,Genk,Oud-Heverlee Leuven,2,1,H,1.51,4.64,5.85,1.54,2.5
B1,02/04/2023,Eupen,Anderlecht,0,1,A,4.33,3.9,1.79,1.74,2.13
B1,02/04/2023,Mechelen,Club Brugge,0,3,A,3.72,3.8,1.94,1.68,2.22
B1,02/04/2023,St. Gilloise,St Truiden,2,1,H,1.45,4.27,7.87,1.98,1.86
B1,07/04/2023,Club Brugge,Seraing,2,0,H,1.12,9.49,24.9,1.36,3.21
B1,08/04/2023,Kortrijk,Eupen,0,0,D,2.04,3.79,3.47,1.74,2.13
B1,08/04/2023,Oud-Heverlee Leuven,Mechelen,4,1,H,2.19,3.82,3.18,1.68,2.27
B1,08/04/2023,Charleroi,Waregem,3,2,H,1.66,4.55,4.64,1.6,2.43
B1,08/04/2023,Gent,St. Gilloise,1,1,D,2.63,3.62,2.66,1.84,2.04
B1,09/04/2023,Anderlecht,Westerlo,0,0,D,1.7,4.1,4.62,1.66,2.25
B1,09/04/2023,Antwerp,Cercle Brugge,2,1,H,1.7,3.86,4.95,1.93,1.91
B1,09/04/2023,Standard,Genk,2,0,H,2.6,3.78,2.53,1.66,2.25
B1,09/04/2023,St Truiden,Oostende,5,0,H,2.33,3.35,3.16,2.11,1.75
B1,14/04/2023,Standard,Charleroi,3,1,H,2.06,3.7,3.58,1.75,2.14
B1,15/04/2023,Eupen,Waregem,1,5,A,2.44,3.59,2.9,1.7,2.21
B1,15/04/2023,Cercle Brugge,St Truiden,3,1,H,1.72,3.94,4.99,1.92,1.95
B1,15/04/2023,Oostende,Oud-Heverlee Leuven,0,4,A,2.37,4.21,2.62,1.47,2.7
B1,15/04/2023,Westerlo,Club Brugge,0,0,D,3.29,3.71,2.17,1.7,2.22
B1,16/04/2023,Genk,Anderlecht,5,2,H,1.83,4.08,3.91,1.51,2.57
B1,16/04/2023,Mechelen,Gent,1,1,D,5.04,4.2,1.63,1.62,2.33
B1,16/04/2023,Antwerp,Kortrijk,1,0,H,1.29,5.45,11.18,1.62,2.32
B1,16/04/2023,St. Gilloise,Seraing,2,1,H,1.12,9.45,19.3,1.27,3.73
B1,22/04/2023,Seraing,Westerlo,1,1,D,5.5,4.36,1.6,1.63,2.37
B1,23/04/2023,St Truiden,Antwerp,0,1,A,4.32,3.84,1.81,1.96,1.91
B1,23/04/2023,Anderlecht,Mechelen,2,3,A,1.35,5.24,8.18,1.51,2.58
B1,23/04/2023,Charleroi,Genk,2,2,D,3.59,4.0,1.93,1.6,2.38
B1,23/04/2023,Club Brugge,Eupen,7,0,H,1.3,5.64,9.77,1.51,2.55
B1,23/04/2023,Gent,Oostende,1,2,A,1.21,7.1,11.31,1.36,3.1
B1,23/04/2023,Kortrijk,St. Gilloise,2,4,A,5.46,4.5,1.55,1.6,2.37
B1,23/04/2023,Oud-Heverlee Leuven,Standard,3,2,H,2.65,3.74,2.51,1.63,2.31
B1,23/04/2023,Waregem,Cercle Brugge,2,3,A,2.94,3.87,2.24,1.56,2.47
P1,05/08/2022,Benfica,Arouca,4,0,H,1.15,8.6,21.58,1.5,2.66
P1,06/08/2022,Rio Ave,Vizela,0,1,A,2.31,3.29,3.44,2.14,1.76
P1,06/08/2022,Estoril,Famalicao,2,0,H,2.65,3.34,2.85,2.13,1.77
P1,06/08/2022,Porto,Maritimo,5,1,H,1.2,7.25,15.9,1.55,2.53
P1,07/08/2022,Santa Clara,Casa Pia,0,0,D,2.1,3.45,3.83,2.25,1.69
P1,07/08/2022,Sp Braga,Sp Lisbon,3,3,D,3.79,3.73,2.01,2.02,1.87
P1,07/08/2022,Chaves,Guimaraes,0,1,A,2.87,3.37,2.62,2.12,1.78
P1,07/08/2022,Portimonense,Boavista,0,1,A,2.08,3.35,3.92,2.32,1.65
P1,08/08/2022,Gil Vicente,Pacos Ferreira,1,0,H,1.79,3.52,5.14,2.17,1.73
P1,12/08/2022,Famalicao,Sp Braga,0,3,A,3.7,3.7,2.05,1.87,2.02
P1,13/08/2022,Casa Pia,Benfica,0,1,A,14.87,6.08,1.24,1.67,2.28
P1,13/08/2022,Sp Lisbon,Rio Ave,3,0,H,1.2,6.76,17.54,1.72,2.19
P1,14/08/2022,Boavista,Santa Clara,2,1,H,2.6,3.12,3.09,2.37,1.64
P1,14/08/2022,Vizela,Porto,0,1,A,11.5,5.67,1.3,1.71,2.23
P1,14/08/2022,Guimaraes,Estoril,1,0,H,2.03,3.31,4.26,2.2,1.73
P1,15/08/2022,Maritimo,Chaves,1,2,A,2.37,3.33,3.22,2.14,1.75
P1,15/08/2022,Arouca,Gil Vicente,1,0,H,2.64,3.36,2.8,2.06,1.81
P1,15/08/2022,Pacos Ferreira,Portimonense,0,3,A,2.49,3.17,3.17,2.23,1.69
P1,19/08/2022,Estoril,Rio Ave,2,2,D,2.16,3.31,3.8,2.31,1.66
P1,20/08/2022,Santa Clara,Arouca,1,2,A,2.17,3.36,3.7,2.34,1.65
P1,20/08/2022,Chaves,Vizela,1,1,D,2.3,3.27,3.48,2.21,1.72
P1,20/08/2022,Porto,Sp Lisbon,3,0,H,2.17,3.4,3.67,1.96,1.93
P1,21/08/2022,Casa Pia,Boavista,2,0,H,2.56,3.1,3.19,2.58,1.55
P1,21/08/2022,Sp Braga,Maritimo,5,0,H,1.41,5.11,7.98,1.74,2.18
P1,21/08/2022,Portimonense,Guimaraes,2,1,H,2.83,3.27,2.71,2.25,1.7
P1,22/08/2022,Gil Vicente,Famalicao,0,0,D,2.27,3.38,3.36,2.06,1.83
P1,26/08/2022,Pacos Ferreira,Estoril,0,3,A,2.71,3.17,2.91,2.3,1.67
P1,27/08/2022,Maritimo,Portimonense,0,1,A,2.89,3.11,2.77,2.16,1.75
P1,27/08/2022,Boavista,Benfica,0,3,A,9.71,4.92,1.38,1.76,2.15
P1,27/08/2022,Sp Lisbon,Chaves,0,2,A,1.2,7.03,16.15,1.57,2.48
P1,28/08/2022,Famalicao,Santa Clara,1,0,H,2.19,3.51,3.5,2.05,1.85
P1,28/08/2022,Arouca,Sp Braga,0,6,A,5.18,4.12,1.68,1.85,2.05
P1,28/08/2022,Rio Ave,Porto,3,1,H,10.53,5.66,1.32,1.71,2.22
P1,29/08/2022,Guimaraes,Casa Pia,0,1,A,2.08,3.37,3.89,2.21,1.71
P1,29/08/2022,Vizela,Gil Vicente,2,2,D,2.46,3.27,3.12,2.09,1.79
P1,30/08/2022,Benfica,Pacos Ferreira,3,2,H,1.09,11.39,40.26,1.36,3.18
P1,02/09/2022,Benfica,Vizela,2,1,H,1.19,7.5,15.97,1.4,3.05
P1,02/09/2022,Estoril,Sp Lisbon,0,2,A,7.23,4.55,1.48,1.76,2.15
P1,03/09/2022,Sp Braga,Guimaraes,1,0,H,1.39,5.1,8.52,1.68,2.28
P1,03/09/2022,Gil Vicente,Porto,0,2,A,8.1,4.65,1.44,1.75,2.16
P1,04/09/2022,Casa Pia,Arouca,0,0,D,2.15,3.04,4.28,2.41,1.62
P1,04/09/2022,Santa Clara,Maritimo,2,1,H,2.05,3.21,4.36,2.29,1.68
P1,04/09/2022,Portimonense,Famalicao,1,0,H,2.42,3.1,3.43,2.22,1.71
P1,05/09/2022,Boavista,Pacos Ferreira,1,0,H,2.05,3.28,4.17,2.24,1.69
P1,05/09/2022,Chaves,Rio Ave,1,1,D,2.54,3.17,3.09,2.26,1.68
P1,09/09/2022,Guimaraes,Santa Clara,1,0,H,2.03,3.3,4.3,2.3,1.67
P1,10/09/2022,Famalicao,Benfica,0,1,A,8.58,4.8,1.41,1.7,2.24
P1,10/09/2022,Sp Lisbon,Portimonense,4,0,H,1.32,5.6,10.39,1.66,2.31
P1,10/09/2022,Porto,Chaves,3,0,H,1.15,8.59,20.96,1.5,2.68
P1,11/09/2022,Pacos Ferreira,Casa Pia,2,3,A,2.97,3.08,2.73,2.53,1.57
P1,11/09/2022,Arouca,Boavista,1,2,A,2.76,3.19,2.85,2.37,1.63
P1,11/09/2022,Maritimo,Gil Vicente,1,2,A,2.94,3.1,2.75,2.26,1.69
P1,11/09/2022,Rio Ave,Sp Braga,2,3,A,5.94,4.03,1.63,1.87,2.03
P1,12/09/2022,Vizela,Estoril,0,1,A,2.33,3.26,3.37,2.21,1.71
P1,16/09/2022,Portimonense,Chaves,1,0,H,2.2,3.27,3.73,2.28,1.68
P1,17/09/2022,Gil Vicente,Rio Ave,2,2,D,2.03,3.45,4.07,2.16,1.75
P1,17/09/2022,Santa Clara,Pacos Ferreira,1,1,D,2.06,3.27,4.23,2.19,1.74
P1,17/09/2022,Estoril,Porto,1,1,D,11.65,5.36,1.32,1.73,2.19
P1,17/09/2022,Boavista,Sp Lisbon,2,1,H,7.9,4.33,1.48,1.9,1.99
P1,18/09/2022,Arouca,Guimaraes,2,2,D,3.1,3.34,2.47,2.23,1.71
P1,18/09/2022,Benfica,Maritimo,5,0,H,1.12,10.02,26.07,1.36,3.22
P1,18/09/2022,Casa Pia,Famalicao,1,0,H,2.47,3.05,3.4,2.5,1.58
P1,18/09/2022,Sp Braga,Vizela,2,0,H,1.33,5.59,10.0,1.65,2.35
P1,30/09/2022,Sp Lisbon,Gil Vicente,3,1,H,1.31,5.76,10.68,1.64,2.36
P1,30/09/2022,Porto,Sp Braga,4,1,H,1.82,3.88,4.49,1.81,2.08
P1,01/10/2022,Vizela,Portimonense,1,0,H,2.23,3.35,3.56,2.15,1.76
P1,01/10/2022,Chaves,Estoril,1,1,D,2.31,3.31,3.4,2.17,1.75
P1,01/10/2022,Guimaraes,Benfica,0,0,D,8.2,5.11,1.4,1.7,2.25
P1,02/10/2022,Rio Ave,Santa Clara,1,0,H,2.63,3.22,2.96,2.3,1.67
P1,02/10/2022,Pacos Ferreira,Arouca,1,1,D,2.36,3.12,3.45,2.29,1.66
P1,02/10/2022,Famalicao,Boavista,4,0,H,2.31,3.22,3.45,2.24,1.69
P1,03/10/2022,Maritimo,Casa Pia,1,2,A,3.02,3.2,2.57,2.27,1.67
P1,07/10/2022,Gil Vicente,Estoril,0,1,A,2.25,3.46,3.41,2.0,1.89
P1,08/10/2022,Santa Clara,Sp Lisbon,1,2,A,7.01,4.44,1.51,1.88,2.02
P1,08/10/2022,Benfica,Rio Ave,4,2,H,1.16,8.25,18.33,1.46,2.79
P1,08/10/2022,Portimonense,Porto,0,2,A,7.86,4.73,1.44,1.81,2.07
P1,08/10/2022,Pacos Ferreira,Guimaraes,0,1,A,3.34,3.25,2.38,2.31,1.67
P1,09/10/2022,Boavista,Maritimo,1,1,D,1.98,3.44,4.28,2.12,1.78
P1,09/10/2022,Casa Pia,Vizela,0,1,A,2.5,3.02,3.37,2.39,1.63
P1,09/10/2022,Sp Braga,Chaves,0,1,A,1.3,5.94,10.29,1.58,2.48
P1,10/10/2022,Arouca,Famalicao,4,1,H,2.86,3.2,2.69,2.23,1.69
P1,21/10/2022,Porto,Benfica,0,1,A,2.41,3.32,3.21,2.01,1.88
P1,22/10/2022,Famalicao,Pacos Ferreira,2,1,H,1.71,3.69,5.68,2.18,1.74
P1,22/10/2022,Estoril,Sp Braga,0,2,A,4.97,4.09,1.71,1.76,2.14
P1,22/10/2022,Sp Lisbon,Casa Pia,3,1,H,1.29,5.83,11.58,1.79,2.11
P1,23/10/2022,Maritimo,Arouca,1,1,D,2.66,3.3,2.87,2.24,1.7
P1,23/10/2022,Vizela,Santa Clara,0,1,A,2.03,3.38,4.14,2.31,1.67
P1,23/10/2022,Chaves,Gil Vicente,3,1,H,2.6,3.52,2.79,2.06,1.84
P1,23/10/2022,Guimaraes,Boavista,3,2,H,2.11,3.26,4.04,2.42,1.61
P1,24/10/2022,Rio Ave,Portimonense,1,0,H,2.65,3.08,3.03,2.21,1.71
P1,28/10/2022,Pacos Ferreira,Maritimo,0,1,A,2.33,3.23,3.47,2.24,1.7
P1,29/10/2022,Santa Clara,Porto,1,1,D,9.37,4.78,1.4,1.9,1.99
P1,29/10/2022,Benfica,Chaves,5,0,H,1.18,7.64,17.57,1.44,2.85
P1,29/10/2022,Arouca,Sp Lisbon,1,0,H,7.38,4.63,1.47,1.9,1.98
P1,30/10/2022,Boavista,Vizela,2,2,D,2.63,3.17,3.02,2.24,1.7
P1,30/10/2022,Portimonense,Estoril,1,1,D,2.41,3.2,3.32,2.27,1.68
P1,30/10/2022,Casa Pia,Rio Ave,1,0,H,2.08,3.39,3.94,2.31,1.67
P1,30/10/2022,Gil Vicente,Sp Braga,0,1,A,4.76,3.87,1.78,1.79,2.1
P1,31/10/2022,Guimaraes,Famalicao,3,2,H,2.05,3.31,4.08,2.33,1.64
P1,04/11/2022,Gil Vicente,Portimonense,1,2,A,2.34,3.49,3.19,2.02,1.88
P1,05/11/2022,Vizela,Arouca,0,1,A,1.98,3.33,4.45,2.25,1.69
P1,05/11/2022,Porto,Pacos Ferreira,4,0,H,1.13,9.44,23.78,1.46,2.8
P1,05/11/2022,Sp Lisbon,Guimaraes,3,0,H,1.35,5.33,9.52,1.73,2.2
P1,06/11/2022,Rio Ave,Boavista,1,0,H,2.52,3.22,3.13,2.31,1.67
P1,06/11/2022,Maritimo,Famalicao,0,0,D,2.93,3.21,2.67,2.22,1.71
P1,06/11/2022,Sp Braga,Casa Pia,0,1,A,1.42,4.88,8.07,1.77,2.14
P1,06/11/2022,Estoril,Benfica,1,5,A,10.34,5.98,1.3,1.6,2.46
P1,07/11/2022,Chaves,Santa Clara,0,0,D,2.47,2.99,3.41,2.4,1.61
P1,12/11/2022,Arouca,Rio Ave,0,1,A,2.38,3.27,3.32,2.3,1.67
P1,12/11/2022,Boavista,Porto,1,4,A,10.17,4.99,1.36,1.74,2.18
P1,13/11/2022,Guimaraes,Maritimo,1,0,H,1.73,3.81,5.27,2.05,1.85
P1,13/11/2022,Pacos Ferreira,Vizela,0,2,A,3.28,3.29,2.39,2.2,1.72
P1,13/11/2022,Benfica,Gil Vicente,3,1,H,1.13,9.37,22.57,1.38,3.13
P1,13/11/2022,Casa Pia,Chaves,1,2,A,2.11,3.35,3.89,2.24,1.7
P1,13/11/2022,Portimonense,Sp Braga,1,2,A,5.03,4.21,1.68,1.77,2.14
P1,13/11/2022,Famalicao,Sp Lisbon,1,2,A,5.64,3.99,1.66,1.85,2.05
P1,14/11/2022,Santa Clara,Estoril,3,1,H,2.39,3.18,3.32,2.31,1.65
P1,23/12/2022,Rio Ave,Maritimo,1,1,D,2.01,3.44,4.16,2.16,1.76
P1,28/12/2022,Portimonense,Casa Pia,1,2,A,2.39,3.28,3.29,2.27,1.68
P1,28/12/2022,Porto,Arouca,5,1,H,1.14,8.8,22.87,1.48,2.71
P1,29/12/2022,Gil Vicente,Santa Clara,1,0,H,2.25,3.33,3.54,2.22,1.72
P1,29/12/2022,Sp Lisbon,Pacos Ferreira,3,0,H,1.14,8.71,22.52,1.47,2.74
P1,30/12/2022,Chaves,Famalicao,0,2,A,2.57,3.16,3.06,2.22,1.7
P1,30/12/2022,Vizela,Guimaraes,3,0,H,2.33,3.26,3.37,2.19,1.72
P1,30/12/2022,Sp Braga,Benfica,3,0,H,4.85,4.05,1.71,1.84,2.04
P1,05/01/2023,Santa Clara,Sp Braga,0,4,A,5.25,3.94,1.68,1.93,1.93
P1,06/01/2023,Benfica,Portimonense,1,0,H,1.16,8.1,20.16,1.44,2.87
P1,06/01/2023,Famalicao,Vizela,2,1,H,2.53,3.14,3.19,2.29,1.68
P1,07/01/2023,Arouca,Estoril,2,0,H,2.36,3.29,3.33,2.13,1.77
P1,07/01/2023,Guimaraes,Rio Ave,0,0,D,2.06,3.31,4.13,2.4,1.62
P1,07/01/2023,Casa Pia,Porto,0,0,D,9.59,4.65,1.4,1.91,1.98
P1,08/01/2023,Pacos Ferreira,Chaves,1,1,D,2.9,3.3,2.64,2.17,1.75
P1,08/01/2023,Maritimo,Sp Lisbon,1,0,H,8.53,5.11,1.39,1.73,2.19
P1,08/01/2023,Boavista,Gil Vicente,1,0,H,2.72,3.28,2.82,2.08,1.81
P1,13/01/2023,Portimonense,Santa Clara,0,0,D,2.02,3.46,4.08,2.19,1.73
P1,14/01/2023,Vizela,Maritimo,3,0,H,1.87,3.55,4.56,2.12,1.76
P1,14/01/2023,Rio Ave,Pacos Ferreira,0,1,A,1.98,3.39,4.35,2.28,1.68
